CustomerID,revenue_2019,days_since_first_purchase,days_since_last_purchase,number_of_purchases,avg_order_cost,revenue_2020
16011.0,406.1,22.0,18.0,2.0,203.05,2956.6099999999997
16013.0,2973.0,27.0,13.0,3.0,991.0,34157.6
16016.0,382.27,22.0,22.0,1.0,382.27,1126.49
16019.0,219.1,20.0,20.0,1.0,219.1,3567.1400000000003
16033.0,309.69000000000005,25.0,16.0,2.0,154.84500000000003,8506.71
16037.0,300.46,14.0,14.0,1.0,300.46,554.56
16059.0,118.25,23.0,23.0,1.0,118.25,1341.6100000000001
16062.0,247.56,20.0,20.0,1.0,247.56,906.0600000000001
16081.0,157.6,22.0,22.0,1.0,157.6,2649.2999999999997
16083.0,337.98,16.0,16.0,1.0,337.98,979.64
16086.0,177.26,23.0,23.0,1.0,177.26,944.13
16098.0,430.6,29.0,29.0,1.0,430.6,1575.03
16122.0,105.72,22.0,22.0,1.0,105.72,578.7
16134.0,283.53000000000003,15.0,15.0,1.0,283.53000000000003,334.56
16140.0,124.14,27.0,27.0,1.0,124.14,601.04
16143.0,811.35,25.0,10.0,2.0,405.675,1613.5900000000001
16145.0,302.78,15.0,15.0,1.0,302.78,3496.71
16150.0,393.42,28.0,28.0,1.0,393.42,1659.6
16153.0,215.01,10.0,10.0,1.0,215.01,1609.22
16161.0,576.3,24.0,15.0,3.0,192.1,4999.26
16163.0,441.6,21.0,21.0,1.0,441.6,415.00000000000006
16168.0,275.8,25.0,25.0,1.0,275.8,3511.8
16186.0,307.68,28.0,28.0,1.0,307.68,3699.26
16191.0,627.5999999999999,16.0,16.0,1.0,627.5999999999999,4552.92
16203.0,170.7,28.0,28.0,1.0,170.7,422.2
16218.0,471.3,29.0,29.0,1.0,471.3,2613.38
16221.0,166.74,23.0,23.0,1.0,166.74,698.12
16233.0,147.39999999999998,22.0,22.0,1.0,147.39999999999998,389.28000000000003
16241.0,277.65000000000003,25.0,25.0,1.0,277.65000000000003,2330.2200000000003
16244.0,1056.63,28.0,28.0,1.0,1056.63,466.12
16250.0,226.14,29.0,29.0,1.0,226.14,163.3
16255.0,374.25,21.0,21.0,1.0,374.25,2245.66
16265.0,840.8100000000001,20.0,20.0,1.0,840.8100000000001,4606.19
16271.0,133.22,14.0,14.0,1.0,133.22,1296.02
16293.0,378.75,23.0,23.0,1.0,378.75,1870.2400000000002
16306.0,68.1,23.0,23.0,1.0,68.1,564.17
16316.0,308.22,14.0,14.0,1.0,308.22,2630.69
16327.0,535.6,25.0,25.0,1.0,535.6,3308.62
16353.0,510.0,25.0,10.0,4.0,127.5,6165.710000000001
16365.0,368.46000000000004,23.0,15.0,2.0,184.23000000000002,1171.96
16367.0,170.91,18.0,18.0,1.0,170.91,633.58
16385.0,148.23000000000002,22.0,22.0,1.0,148.23000000000002,407.66
16393.0,291.55,25.0,18.0,2.0,145.775,2754.66
16402.0,211.8,25.0,25.0,1.0,211.8,87.8
16411.0,131.5,25.0,25.0,1.0,131.5,83.15
16422.0,2025.3200000000002,25.0,10.0,3.0,675.1066666666667,32659.08
16442.0,151.66,16.0,16.0,1.0,151.66,465.13
16455.0,531.98,27.0,17.0,2.0,265.99,1309.1999999999998
16456.0,787.4,29.0,29.0,1.0,787.4,1370.97
16458.0,193.9,16.0,16.0,1.0,193.9,3288.84
16470.0,216.34,14.0,14.0,1.0,216.34,546.05
16477.0,544.4,27.0,8.0,2.0,272.2,1950.06
16503.0,488.09000000000003,16.0,16.0,1.0,488.09000000000003,943.84
16519.0,103.7,21.0,21.0,1.0,103.7,111.38
16520.0,325.76,21.0,21.0,1.0,325.76,720.81
16525.0,802.44,22.0,14.0,2.0,401.22,12225.01
16531.0,92.82000000000001,16.0,16.0,1.0,92.82000000000001,1151.77
16539.0,747.25,29.0,14.0,2.0,373.625,641.56
16546.0,299.40000000000003,28.0,28.0,1.0,299.40000000000003,487.75
16550.0,554.66,24.0,24.0,1.0,554.66,1744.31
16552.0,95.29,29.0,29.0,1.0,95.29,284.44
16553.0,1609.44,16.0,16.0,1.0,1609.44,4110.38
16556.0,310.85,16.0,16.0,1.0,310.85,3002.94
16558.0,880.55,22.0,13.0,2.0,440.275,7457.94
16560.0,332.18,14.0,14.0,1.0,332.18,509.23
16596.0,120.65,22.0,22.0,1.0,120.65,129.5
16607.0,654.8199999999999,14.0,13.0,2.0,327.40999999999997,2692.89
16634.0,164.8,28.0,28.0,1.0,164.8,53.1
16638.0,70.80000000000001,24.0,15.0,2.0,35.400000000000006,1609.9199999999998
16654.0,227.4,24.0,24.0,1.0,227.4,373.87
16656.0,428.76,20.0,20.0,1.0,428.76,8197.04
16670.0,403.61,14.0,14.0,1.0,403.61,3692.29
16686.0,364.98,11.0,11.0,1.0,364.98,2697.85
16700.0,336.94,22.0,22.0,1.0,336.94,4739.610000000001
16701.0,476.76,17.0,17.0,1.0,476.76,4921.54
16705.0,1131.72,14.0,14.0,1.0,1131.72,12903.27
16710.0,524.97,24.0,16.0,2.0,262.485,1958.0700000000002
16711.0,214.20000000000002,13.0,13.0,1.0,214.20000000000002,1436.83
16713.0,758.54,22.0,10.0,2.0,379.27,6164.59
16717.0,307.25,22.0,22.0,1.0,307.25,3551.13
16719.0,430.73,24.0,24.0,1.0,430.73,1359.69
16722.0,799.52,24.0,22.0,2.0,399.76,3931.29
16725.0,327.2,27.0,15.0,2.0,163.6,453.82000000000005
16726.0,129.57,17.0,17.0,1.0,129.57,1252.45
16743.0,430.28,14.0,14.0,1.0,430.28,1807.81
16746.0,311.64,14.0,14.0,1.0,311.64,6386.0199999999995
16770.0,262.20000000000005,28.0,14.0,2.0,131.10000000000002,507.90000000000003
16775.0,231.9,23.0,23.0,1.0,231.9,1463.76
16779.0,687.83,22.0,18.0,2.0,343.915,9941.89
16782.0,577.99,21.0,15.0,2.0,288.995,1701.91
16805.0,214.76999999999998,16.0,16.0,1.0,214.76999999999998,245.82
16814.0,273.29,25.0,25.0,1.0,273.29,6235.8099999999995
16816.0,75.78,14.0,14.0,1.0,75.78,341.28
16817.0,367.3,24.0,15.0,2.0,183.65,1237.45
16835.0,81.75,29.0,29.0,1.0,81.75,99.10000000000001
16839.0,552.24,25.0,25.0,1.0,552.24,16042.11
16863.0,164.25,22.0,22.0,1.0,164.25,338.55
16873.0,2157.64,20.0,20.0,1.0,2157.64,4965.98
16883.0,128.03,27.0,27.0,1.0,128.03,148.7
16885.0,190.65,13.0,13.0,1.0,190.65,280.86
16891.0,232.26,27.0,27.0,1.0,232.26,577.44
16898.0,116.08,24.0,24.0,1.0,116.08,392.73
16899.0,170.55,16.0,16.0,1.0,170.55,1111.01
16904.0,338.7,23.0,23.0,1.0,338.7,3415.57
16905.0,254.4,27.0,27.0,1.0,254.4,2848.0299999999997
16907.0,182.01999999999998,21.0,21.0,1.0,182.01999999999998,799.6300000000001
16916.0,198.07999999999998,28.0,28.0,1.0,198.07999999999998,378.18
16919.0,540.01,24.0,16.0,2.0,270.005,2056.44
16923.0,550.5,18.0,18.0,1.0,550.5,6697.11
16927.0,218.1,17.0,17.0,1.0,218.1,324.95
16928.0,116.25,29.0,29.0,1.0,116.25,2731.35
16931.0,364.66,25.0,13.0,2.0,182.33,4239.56
16945.0,279.85,14.0,14.0,1.0,279.85,4065.65
16950.0,172.0,23.0,23.0,1.0,172.0,1006.56
16954.0,346.79999999999995,15.0,15.0,1.0,346.79999999999995,1738.28
16955.0,189.1,29.0,24.0,2.0,94.55,329.57
16983.0,163.49,25.0,25.0,1.0,163.49,1767.7599999999998
16985.0,933.3199999999999,14.0,14.0,1.0,933.3199999999999,4530.8
16996.0,127.54,9.0,9.0,1.0,127.54,1329.42
17001.0,397.96,14.0,14.0,1.0,397.96,3591.61
17007.0,207.12,13.0,13.0,1.0,207.12,682.81
17017.0,2357.64,28.0,16.0,4.0,589.41,6336.62
17019.0,358.82,24.0,24.0,1.0,358.82,913.79
17025.0,160.97,29.0,29.0,1.0,160.97,196.8
17026.0,33.15,25.0,25.0,1.0,33.15,121.67999999999999
17033.0,307.8,15.0,15.0,1.0,307.8,722.3399999999999
17041.0,304.5,16.0,16.0,1.0,304.5,777.0699999999999
17059.0,722.36,25.0,25.0,1.0,722.36,2372.6800000000003
17062.0,435.73,25.0,14.0,3.0,145.24333333333334,102.64
17068.0,297.45000000000005,24.0,14.0,2.0,148.72500000000002,4254.69
17069.0,583.2,29.0,10.0,2.0,291.6,2126.5
17076.0,151.5,20.0,20.0,1.0,151.5,689.5799999999999
17085.0,740.44,18.0,10.0,2.0,370.22,826.21
17090.0,61.199999999999996,10.0,10.0,1.0,61.199999999999996,1982.75
17091.0,293.45000000000005,23.0,23.0,1.0,293.45000000000005,3534.3100000000004
17097.0,174.72,21.0,21.0,1.0,174.72,779.7
17126.0,212.6,18.0,18.0,1.0,212.6,792.15
17135.0,215.57999999999998,27.0,27.0,1.0,215.57999999999998,924.1500000000001
17146.0,298.25,14.0,14.0,1.0,298.25,451.53
17158.0,413.79,16.0,16.0,1.0,413.79,853.18
17179.0,243.0,17.0,17.0,1.0,243.0,468.78999999999996
17181.0,155.52,29.0,29.0,1.0,155.52,84.39999999999999
17188.0,513.64,18.0,18.0,1.0,513.64,1960.5900000000001
17189.0,227.22,15.0,15.0,1.0,227.22,157.18
17191.0,510.11,24.0,24.0,1.0,510.11,1585.02
17194.0,252.62,16.0,16.0,1.0,252.62,10.0
17198.0,521.66,27.0,21.0,2.0,260.83,170.56
17211.0,779.71,25.0,9.0,3.0,259.90333333333336,1537.51
17213.0,615.85,22.0,9.0,2.0,307.925,2165.38
17214.0,171.05,15.0,15.0,1.0,171.05,898.07
17218.0,606.28,24.0,11.0,3.0,202.09333333333333,1354.44
17220.0,317.5,20.0,20.0,1.0,317.5,2880.75
17223.0,292.84,24.0,24.0,1.0,292.84,133.95
17227.0,142.25,24.0,24.0,1.0,142.25,797.0699999999999
17228.0,355.95,28.0,23.0,2.0,177.975,1550.14
17230.0,2760.01,15.0,10.0,2.0,1380.005,878.4
17231.0,232.01,17.0,17.0,1.0,232.01,2942.31
17235.0,341.9,28.0,28.0,1.0,341.9,208.16
17236.0,126.28,18.0,18.0,1.0,126.28,789.85
17238.0,370.09,27.0,27.0,1.0,370.09,3374.56
17243.0,855.0500000000001,25.0,11.0,3.0,285.0166666666667,7821.8
17259.0,381.64,24.0,24.0,1.0,381.64,221.73
17262.0,268.86,22.0,22.0,1.0,268.86,984.5
17287.0,222.7,28.0,23.0,2.0,111.35,841.4100000000001
17288.0,133.56,14.0,14.0,1.0,133.56,1286.17
17293.0,346.14,17.0,17.0,1.0,346.14,1528.97
17306.0,324.0,9.0,9.0,1.0,324.0,8307.31
17315.0,108.92,13.0,13.0,1.0,108.92,6183.34
17320.0,450.92,24.0,24.0,1.0,450.92,749.7
17324.0,127.05000000000001,22.0,22.0,1.0,127.05000000000001,863.18
17338.0,767.6,17.0,17.0,1.0,767.6,5876.33
17339.0,60.0,21.0,21.0,1.0,60.0,183.36
17341.0,513.6,22.0,22.0,1.0,513.6,267.76
17346.0,247.83999999999997,29.0,15.0,2.0,123.91999999999999,2428.72
17358.0,246.70000000000002,11.0,11.0,1.0,246.70000000000002,119.15
17371.0,97.63,17.0,17.0,1.0,97.63,326.26
17372.0,370.78,18.0,16.0,2.0,185.39,971.9
17375.0,109.71000000000001,17.0,17.0,1.0,109.71000000000001,290.39
17377.0,785.0799999999999,29.0,13.0,3.0,261.6933333333333,3315.84
17392.0,312.41,14.0,14.0,1.0,312.41,145.5
17396.0,397.5,27.0,27.0,1.0,397.5,6933.299999999999
17400.0,424.17,9.0,9.0,1.0,424.17,1705.79
17402.0,459.96999999999997,25.0,25.0,1.0,459.96999999999997,2173.88
17406.0,702.1,22.0,22.0,1.0,702.1,1498.32
17412.0,447.76,28.0,14.0,2.0,223.88,810.3000000000001
17419.0,374.27,23.0,23.0,1.0,374.27,3852.3
17420.0,130.85,29.0,29.0,1.0,130.85,467.98
17428.0,893.95,24.0,17.0,2.0,446.975,16362.9
17430.0,112.6,21.0,21.0,1.0,112.6,153.16000000000003
17449.0,684.26,15.0,15.0,1.0,684.26,1836.6
17454.0,165.85,15.0,15.0,1.0,165.85,351.68
17460.0,70.30000000000001,29.0,28.0,2.0,35.150000000000006,552.13
17470.0,178.4,23.0,23.0,1.0,178.4,946.6700000000001
17491.0,327.4,23.0,23.0,1.0,327.4,3231.47
17519.0,335.3,24.0,24.0,1.0,335.3,1508.72
17526.0,238.6,21.0,16.0,2.0,119.3,957.3000000000001
17530.0,300.64,21.0,21.0,1.0,300.64,2084.36
17552.0,298.52,28.0,28.0,1.0,298.52,631.89
17567.0,517.95,28.0,28.0,1.0,517.95,3813.5299999999997
17572.0,70.80000000000001,29.0,29.0,1.0,70.80000000000001,155.95
17576.0,297.0,21.0,17.0,2.0,148.5,3325.68
17580.0,46.85,14.0,14.0,1.0,46.85,168.87
17581.0,786.78,28.0,28.0,1.0,786.78,10258.26
17591.0,406.6,23.0,23.0,1.0,406.6,1819.37
17593.0,662.9,8.0,8.0,1.0,662.9,3264.44
17596.0,392.62,24.0,24.0,1.0,392.62,2435.31
17611.0,244.19,17.0,17.0,1.0,244.19,3740.03
17616.0,326.4,23.0,23.0,1.0,326.4,244.79999999999998
17618.0,320.28,18.0,18.0,1.0,320.28,651.3
17621.0,239.4,10.0,10.0,1.0,239.4,1140.5
17629.0,238.65,15.0,15.0,1.0,238.65,1575.47
17646.0,251.0,21.0,21.0,1.0,251.0,757.3900000000001
17655.0,676.1,22.0,22.0,1.0,676.1,1962.84
17659.0,359.95000000000005,28.0,14.0,2.0,179.97500000000002,2639.51
17671.0,394.18,21.0,21.0,1.0,394.18,1178.53
17674.0,300.66,24.0,24.0,1.0,300.66,250.38
17675.0,1019.12,23.0,20.0,2.0,509.56,19355.16
17676.0,300.70000000000005,22.0,22.0,1.0,300.70000000000005,1086.98
17677.0,1616.6000000000001,24.0,22.0,2.0,808.3000000000001,14746.630000000001
17682.0,391.5,24.0,24.0,1.0,391.5,2082.83
17685.0,463.02000000000004,28.0,16.0,2.0,231.51000000000002,2728.51
17690.0,687.9000000000001,29.0,20.0,3.0,229.30000000000004,4070.05
17692.0,343.26,15.0,15.0,1.0,343.26,397.67999999999995
17696.0,175.60000000000002,20.0,20.0,1.0,175.60000000000002,2110.11
17706.0,477.83,22.0,22.0,1.0,477.83,10026.66
17720.0,102.0,23.0,23.0,1.0,102.0,1093.94
17722.0,910.14,22.0,22.0,1.0,910.14,1513.9
17735.0,454.6,23.0,23.0,1.0,454.6,12655.42
17739.0,360.06,16.0,16.0,1.0,360.06,2431.29
17744.0,377.52,14.0,14.0,1.0,377.52,1944.88
17757.0,565.8,28.0,16.0,4.0,141.45,5039.49
17760.0,172.54,29.0,29.0,1.0,172.54,115.05
17787.0,736.28,27.0,27.0,1.0,736.28,1128.91
17790.0,399.55,20.0,13.0,3.0,133.18333333333334,1566.0
17796.0,114.65,25.0,25.0,1.0,114.65,583.25
17799.0,223.48,17.0,17.0,1.0,223.48,2832.45
17802.0,100.2,28.0,28.0,1.0,100.2,1184.8400000000001
17809.0,1251.5,29.0,27.0,2.0,625.75,4160.41
17812.0,217.54999999999998,24.0,24.0,1.0,217.54999999999998,514.61
17816.0,16.21,21.0,21.0,1.0,16.21,20.35
17819.0,980.1199999999999,27.0,18.0,2.0,490.05999999999995,2724.75
17827.0,1271.8,20.0,20.0,1.0,1271.8,723.66
17838.0,935.5600000000001,28.0,21.0,2.0,467.78000000000003,1843.74
17841.0,2473.0699999999997,29.0,11.0,6.0,412.1783333333333,38518.5
17848.0,97.3,14.0,14.0,1.0,97.3,803.9
17857.0,1340.7,21.0,14.0,2.0,670.35,25538.34
17858.0,1556.85,25.0,15.0,2.0,778.425,3598.81
17863.0,384.71999999999997,25.0,25.0,1.0,384.71999999999997,2775.2799999999997
17865.0,1079.83,20.0,13.0,2.0,539.915,9446.49
17869.0,214.32,24.0,24.0,1.0,214.32,213.86
17870.0,326.4,22.0,22.0,1.0,326.4,1567.95
17873.0,215.14999999999998,29.0,29.0,1.0,215.14999999999998,1644.0100000000002
17884.0,324.62,27.0,24.0,2.0,162.31,392.83
17888.0,29.43,13.0,13.0,1.0,29.43,696.62
17890.0,476.96,17.0,17.0,1.0,476.96,125.13
17894.0,515.85,22.0,8.0,4.0,128.9625,603.96
17897.0,434.62,29.0,23.0,2.0,217.31,131.98
17905.0,394.15,29.0,8.0,2.0,197.075,406.09
17912.0,289.41,20.0,15.0,3.0,96.47000000000001,21.6
17913.0,218.05,11.0,11.0,1.0,218.05,193.55
17917.0,110.91,18.0,18.0,1.0,110.91,230.37
17920.0,735.91,29.0,24.0,2.0,367.955,3468.19
17924.0,279.0,29.0,29.0,1.0,279.0,2683.5
17937.0,2153.88,18.0,17.0,2.0,1076.94,2147.34
17950.0,263.17,21.0,21.0,1.0,263.17,219.03
17951.0,409.5,29.0,14.0,2.0,204.75,599.0400000000001
17954.0,128.68,27.0,23.0,2.0,64.34,2204.04
17961.0,569.75,28.0,9.0,2.0,284.875,726.69
17964.0,261.76,28.0,28.0,1.0,261.76,209.94
17965.0,156.8,25.0,21.0,2.0,78.4,2465.77
17969.0,125.2,17.0,17.0,1.0,125.2,103.0
17975.0,621.49,22.0,16.0,2.0,310.745,3867.32
17980.0,295.20000000000005,15.0,15.0,1.0,295.20000000000005,516.25
17990.0,316.0,17.0,9.0,2.0,158.0,314.84000000000003
17999.0,190.34,22.0,22.0,1.0,190.34,191.72
18016.0,156.65,20.0,20.0,1.0,156.65,1326.91
18037.0,31.299999999999997,18.0,18.0,1.0,31.299999999999997,38.72
18041.0,634.29,28.0,21.0,2.0,317.145,3549.1
18043.0,316.46,22.0,22.0,1.0,316.46,243.05
18044.0,74.25,16.0,16.0,1.0,74.25,2014.35
18055.0,1751.12,25.0,14.0,3.0,583.7066666666666,5033.07
18061.0,405.16,22.0,22.0,1.0,405.16,1714.25
18065.0,345.02,20.0,20.0,1.0,345.02,2047.8100000000002
18071.0,258.95,21.0,21.0,1.0,258.95,194.05
18075.0,198.95000000000002,16.0,16.0,1.0,198.95000000000002,2412.8
18077.0,396.33000000000004,22.0,11.0,2.0,198.16500000000002,2236.68
18085.0,303.90000000000003,29.0,29.0,1.0,303.90000000000003,386.05
18092.0,2852.64,21.0,8.0,3.0,950.88,6215.62
18097.0,182.52,10.0,10.0,1.0,182.52,2515.2799999999997
18109.0,552.75,25.0,18.0,2.0,276.375,7500.22
18116.0,665.57,20.0,7.0,3.0,221.85666666666668,752.46
18118.0,608.51,25.0,20.0,2.0,304.255,5045.3099999999995
18144.0,502.65,29.0,16.0,2.0,251.325,2386.1
18156.0,206.23000000000002,25.0,25.0,1.0,206.23000000000002,528.71
18168.0,449.94,28.0,15.0,2.0,224.97,720.0
18178.0,300.65000000000003,20.0,20.0,1.0,300.65000000000003,1290.16
18219.0,390.06,24.0,16.0,2.0,195.03,1679.71
18223.0,501.69,14.0,14.0,1.0,501.69,5982.85
18225.0,30.0,21.0,21.0,1.0,30.0,5479.12
18229.0,653.2,29.0,22.0,2.0,326.6,6623.7
18239.0,438.1,28.0,28.0,1.0,438.1,1123.51
18245.0,365.73,11.0,11.0,1.0,365.73,2201.33
18259.0,376.3,22.0,22.0,1.0,376.3,1962.3000000000002
18260.0,230.70000000000002,14.0,14.0,1.0,230.70000000000002,2412.5
